region,district,ward,village
SINGIDA,MKALAMA_DISTRICT,GUMANGA_WARD,KISULUIGA
SINGIDA,MKALAMA_DISTRICT,GUMANGA_WARD,GUMANGA
SINGIDA,MKALAMA_DISTRICT,GUMANGA_WARD,MGIMBA
SINGIDA,MKALAMA_DISTRICT,GUMANGA_WARD,KINANKAMBA
SINGIDA,MKALAMA_DISTRICT,GUMANGA_WARD,IKUNGU
SINGIDA,MKALAMA_DISTRICT,MSINGI_WARD,MSINGI
SINGIDA,MKALAMA_DISTRICT,MSINGI_WARD,ISHINSI
SINGIDA,MKALAMA_DISTRICT,MSINGI_WARD,NDALLA
SINGIDA,MKALAMA_DISTRICT,NDUGUTI_WARD,MWANDO
SINGIDA,MKALAMA_DISTRICT,NDUGUTI_WARD,NDUGUTI
SINGIDA,MKALAMA_DISTRICT,NDUGUTI_WARD,MNGANDA
SINGIDA,MKALAMA_DISTRICT,ILUNDA_WARD,NKUNGI
SINGIDA,MKALAMA_DISTRICT,ILUNDA_WARD,SINGA
SINGIDA,MKALAMA_DISTRICT,ILUNDA_WARD,KINAMPUNDU
SINGIDA,MKALAMA_DISTRICT,ILUNDA_WARD,ILUNDA
SINGIDA,MKALAMA_DISTRICT,ILUNDA_WARD,IAMBI
SINGIDA,MKALAMA_DISTRICT,KINYANGIRI_WARD,LYELEMBO
SINGIDA,MKALAMA_DISTRICT,KINYANGIRI_WARD,YULANSONI
SINGIDA,MKALAMA_DISTRICT,KINYANGIRI_WARD,KINYANGIRI
SINGIDA,MKALAMA_DISTRICT,KINYANGIRI_WARD,ISHENGA
SINGIDA,MKALAMA_DISTRICT,IGUGUNO_WARD,MILADE
SINGIDA,MKALAMA_DISTRICT,IGUGUNO_WARD,TUMULI
SINGIDA,MKALAMA_DISTRICT,IGUGUNO_WARD,KITUMBILI
SINGIDA,MKALAMA_DISTRICT,IGUGUNO_WARD,SENENE
SINGIDA,MKALAMA_DISTRICT,IGUGUNO_WARD,LUKOMO
SINGIDA,MKALAMA_DISTRICT,IGUGUNO_WARD,IGUGUNO
SINGIDA,MKALAMA_DISTRICT,MIGANGA_WARD,KINANDILI
SINGIDA,MKALAMA_DISTRICT,MIGANGA_WARD,MIGANGA
SINGIDA,MKALAMA_DISTRICT,MIGANGA_WARD,IPULI
SINGIDA,MKALAMA_DISTRICT,MIGANGA_WARD,NGOLOMBYO
SINGIDA,MKALAMA_DISTRICT,MATONGO_WARD,MATONGO
SINGIDA,MKALAMA_DISTRICT,MATONGO_WARD,ISENE
SINGIDA,MKALAMA_DISTRICT,MATONGO_WARD,MNUNGUNA
SINGIDA,MKALAMA_DISTRICT,KIKHONDA_WARD,KIKHONDA
SINGIDA,MKALAMA_DISTRICT,KIKHONDA_WARD,KENKE
